"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01001","5","10","71","0","2025","4","",1159,10363,10302,10271,145170834,9582902,62310,1083,"",0.97,0.93,0.93,0.93,0.91,1.04,1.01,0.99,"",86,8.0,492,5.0,346,3.5,158,1.6,13350274,10.1,-300902,-3.0,6148,10.9,67,6.6
"01003","0","10","70","0","2025","4","",9652,88687,88096,87796,1242700934,79508705,542737,1084,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",762,8.6,3145,3.7,2734,3.2,2557,3.0,89669980,7.8,4916168,6.6,38868,7.7,45,4.3
"01003","1","10","71","0","2025","4","",36,393,393,401,7795809,0,0,1516,"",0.77,0.25,0.25,0.26,0.28,0.00,0.00,1.12,"",0,0.0,-4,-1.0,-13,-3.2,-15,-3.6,149423,2.0,0,0.0,0,0.0,68,4.7
"01003","2","10","71","0","2025","4","",37,1197,1194,1145,17943792,0,0,1171,"",0.65,0.43,0.43,0.41,0.43,0.00,0.00,1.02,"",1,2.8,82,7.4,70,6.2,51,4.7,1231554,7.4,0,0.0,0,0.0,14,1.2
"01003","3","10","71","0","2025","4","",98,10472,10485,10503,155317732,559499,1318,1139,"",0.73,1.22,1.23,1.24,1.52,0.31,0.43,1.23,"",2,2.1,449,4.5,419,4.2,343,3.4,15485126,11.1,-38037,-6.4,-3349,-71.8,72,6.7
"01003","5","10","71","0","2025","4","",9481,76625,76024,75747,1061643601,78949206,541419,1073,"",1.01,1.01,1.01,1.01,0.99,1.03,1.00,0.98,"",759,8.7,2618,3.5,2258,3.1,2178,3.0,72803877,7.4,4954205,6.7,42217,8.5,42,4.1
"01005","0","10","70","0","2025","4","",612,7665,7666,7596,94343401,5419803,30505,950,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24,4.1,-94,-1.2,-158,-2.0,-160,-2.1,1908457,2.1,-763622,-12.3,-9764,-24.2,36,3.9
"01005","1","10","71","0","2025","4","",9,50,49,47,726216,0,0,1148,"",3.02,0.37,0.36,0.35,0.35,0.00,0.00,0.97,"",0,0.0,3,6.4,0,0.0,-5,-9.6,-78217,-9.7,0,0.0,0,0.0,-106,-8.5
"01005","2","10","71","0","2025","4","",17,493,487,486,8702362,0,0,1370,"",4.73,2.04,2.01,2.03,2.76,0.00,0.00,1.36,"",-1,-5.6,14,2.9,5,1.0,-4,-0.8,171917,2.0,0,0.0,0,0.0,13,1.0
"01005","3","10","71","0","2025","4","",30,957,964,949,11936158,59108,194,960,"",3.53,1.29,1.30,1.29,1.53,0.48,1.13,1.18,"",-1,-3.2,-3,-0.3,-11,-1.1,-13,-1.4,583961,5.1,-12553,-17.5,-144,-42.6,56,6.2
"01005","5","10","71","0","2025","4","",556,6165,6166,6114,72978665,5360695,30311,913,"",0.93,0.94,0.94,0.94,0.90,1.02,1.00,0.95,"",26,4.9,-108,-1.7,-152,-2.4,-138,-2.2,1230796,1.7,-751069,-12.3,-9620,-24.1,34,3.9
"01007","0","10","70","0","2025","4","",478,5052,4984,4991,77105505,3459658,22837,1184,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",30,6.7,94,1.9,203,4.2,166,3.4,8840360,13.0,173859,5.3,22,0.1,102,9.4
"01007","1","10","71","0","2025","4","",9,58,57,56,1345460,0,0,1816,"",3.87,0.65,0.64,0.63,0.79,0.00,0.00,1.23,"",0,0.0,-8,-12.1,-7,-10.9,-8,-12.5,-19924,-1.5,0,0.0,0,0.0,192,11.8
"01007","2","10","71","0","2025","4","",12,260,253,252,5757339,0,0,1737,"",4.28,1.63,1.61,1.60,2.24,0.00,0.00,1.38,"",0,0.0,45,20.9,35,16.1,24,10.5,1332156,30.1,0,0.0,0,0.0,192,12.4
"01007","3","10","71","0","2025","4","",30,1025,1011,1009,11728060,29306,58,889,"",4.51,2.10,2.09,2.09,1.85,0.37,0.45,0.88,"",0,0.0,7,0.7,-26,-2.5,-8,-0.8,277004,2.4,-21160,-41.9,-43,-42.6,29,3.4
"01007","5","10","71","0","2025","4","",427,3709,3663,3674,58274646,3430352,22779,1217,"",0.92,0.86,0.86,0.86,0.88,1.03,1.00,1.02,"",30,7.6,50,1.4,201,5.8,158,4.5,7251124,14.2,195019,6.0,65,0.3,110,9.9
"01009","0","10","70","0","2025","4","",1027,9344,9325,9368,119328288,6608465,49431,982,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",68,7.1,125,1.4,115,1.2,228,2.5,6826400,6.1,313309,5.0,-345,-0.7,40,4.2
"01009","1","10","71","0","2025","4","",10,77,77,80,1313960,0,0,1296,"",2.00,0.46,0.47,0.48,0.50,0.00,0.00,1.06,"",0,0.0,-3,-3.8,0,0.0,-4,-4.8,112914,9.4,0,0.0,0,0.0,146,12.7
"01009","2","10","71","0","2025","4","",14,332,333,336,4874782,0,0,1124,"",2.32,1.13,1.13,1.14,1.22,0.00,0.00,1.08,"",2,16.7,182,121.3,182,120.5,184,121.1,2647646,118.9,0,0.0,0,0.0,-11,-1.0
"01009","3","10","71","0","2025","4","",43,1888,1895,1875,22428525,73141,148,915,"",3.01,2.09,2.10,2.07,2.28,0.49,0.53,1.09,"",0,0.0,-22,-1.2,-34,-1.8,-37,-1.9,426399,1.9,28764,64.8,58,64.4,32,3.6
"01009","5","10","71","0","2025","4","",960,7047,7020,7077,90711021,6535324,49283,990,"",0.96,0.88,0.88,0.88,0.88,1.02,1.00,1.00,"",66,7.4,-32,-0.5,-33,-0.5,85,1.2,3639441,4.2,284545,4.6,-403,-0.8,39,4.1
"01011","0","10","70","0","2025","4","",214,2584,2615,2596,34652609,1575610,7835,1026,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.4,-225,-8.0,-173,-6.2,-172,-6.2,-1768592,-4.9,-107289,-6.4,-1479,-15.9,21,2.1
"01011","1","10","71","0","2025","4","",6,29,28,28,508844,0,0,1381,"",5.76,0.63,0.60,0.61,0.67,0.00,0.00,1.08,"",0,0.0,2,7.4,-3,-9.7,-4,-12.5,-4226,-0.8,0,0.0,0,0.0,65,4.9
"01011","2","10","71","0","2025","4","",10,177,179,177,3709291,0,0,1606,"",7.96,2.17,2.17,2.17,3.21,0.00,0.00,1.48,"",-1,-9.1,-1,-0.6,4,2.3,-6,-3.3,-12580,-0.3,0,0.0,0,0.0,4,0.2
"01011","3","10","71","0","2025","4","N",15,0,0,0,0,0,0,0,"N",5.04,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01011","5","10","71","0","2025","4","N",183,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0,"N",4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","0","10","70","0","2025","4","",534,6668,6756,6768,86293736,6706471,25522,986,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,3.5,-143,-2.1,-45,-0.7,-15,-0.2,3290100,4.0,171849,2.6,-14079,-35.6,47,5.0
"01013","1","10","71","0","2025","4","",5,36,36,37,550259,0,0,1165,"",1.92,0.30,0.30,0.31,0.29,0.00,0.00,0.95,"",-1,-16.7,-3,-7.7,-1,-2.7,1,2.8,8906,1.6,0,0.0,0,0.0,50,4.5
"01013","2","10","71","0","2025","4","",12,92,92,91,1649644,0,0,1384,"",3.83,0.44,0.43,0.43,0.57,0.00,0.00,1.33,"",0,0.0,-3,-3.2,-5,-5.2,-7,-7.1,62946,4.0,0,0.0,0,0.0,121,9.6
"01013","3","10","71","0","2025","4","",20,693,697,694,8361013,15268,30,926,"",2.69,1.08,1.07,1.06,1.18,0.10,0.21,1.10,"",1,5.3,2,0.3,6,0.9,-13,-1.8,136140,1.7,-12414,-44.8,-25,-45.5,17,1.9
"01013","5","10","71","0","2025","4","",497,5847,5931,5946,75732820,6691203,25492,986,"",0.95,1.03,1.03,1.03,1.02,1.03,1.01,0.99,"",18,3.8,-139,-2.3,-45,-0.8,4,0.1,3082108,4.2,184263,2.8,-14054,-35.5,50,5.3
"01015","0","10","70","0","2025","4","",2956,43747,43700,43720,590223543,31758345,166586,1038,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",118,4.2,-176,-0.4,-255,-0.6,-188,-0.4,12955518,2.2,-985187,-3.0,-23206,-12.2,27,2.7
"01015","1","10","71","0","2025","4","",44,3254,3245,3224,59937382,0,0,1423,"",3.06,4.19,4.19,4.16,4.60,0.00,0.00,1.10,"",1,2.3,-172,-5.0,-186,-5.4,-208,-6.1,-5545545,-8.5,0,0.0,0,0.0,-46,-3.1
"01015","2","10","71","0","2025","4","",27,1904,1916,1895,28718632,0,0,1160,"",1.56,1.38,1.39,1.38,1.46,0.00,0.00,1.06,"",-1,-3.6,44,2.4,50,2.7,28,1.5,1350650,4.9,0,0.0,0,0.0,31,2.7
"01015","3","10","71","0","2025","4","",71,6402,6393,6397,87843317,86733,205,1056,"",1.73,1.52,1.51,1.52,1.81,0.12,0.22,1.19,"",-1,-1.4,41,0.6,20,0.3,42,0.7,3921667,4.7,-296,-0.3,32,18.5,41,4.0
"01015","5","10","71","0","2025","4","",2814,32187,32146,32204,413724212,31671612,166381,989,"",0.98,0.86,0.86,0.86,0.81,1.03,1.01,0.94,"",119,4.4,-89,-0.3,-139,-0.4,-50,-0.2,13228746,3.3,-984891,-3.0,-23238,-12.3,34,3.6
"01017","0","10","70","0","2025","4","",844,9432,9461,9432,132205782,7447878,67073,1077,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",61,7.8,298,3.3,285,3.1,140,1.5,2228698,1.7,-312005,-4.0,8823,15.1,-10,-0.9
"01017","1","10","71","0","2025","4","",6,52,50,53,743477,0,0,1107,"",1.46,0.31,0.30,0.32,0.25,0.00,0.00,0.83,"",0,0.0,0,0.0,-2,-3.8,3,6.0,-77468,-9.4,0,0.0,0,0.0,-123,-10.0
"01017","2","10","71","0","2025","4","",14,136,138,139,2099938,0,0,1173,"",2.83,0.46,0.46,0.47,0.48,0.00,0.00,1.03,"",0,0.0,3,2.3,5,3.8,7,5.3,158045,8.1,0,0.0,0,0.0,47,4.2
"01017","3","10","71","0","2025","4","",47,1480,1508,1504,19407208,21865,44,997,"",4.00,1.63,1.65,1.65,1.78,0.13,0.12,1.08,"",-1,-2.1,4,0.3,41,2.8,43,2.9,696340,3.7,-50543,-69.8,-483,-91.7,17,1.7
"01017","5","10","71","0","2025","4","",777,7764,7765,7736,109955159,7426013,67029,1091,"",0.94,0.96,0.96,0.96,0.96,1.03,1.01,1.00,"",62,8.7,291,3.9,241,3.2,87,1.1,1451781,1.3,-261462,-3.4,9306,16.1,-15,-1.4
"01019","0","10","70","0","2025","4","",541,5431,5417,5369,68038665,4277240,22277,968,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",34,6.7,79,1.5,-23,-0.4,-82,-1.5,3485045,5.4,-130844,-3.0,-1094,-4.7,51,5.6
"01019","1","10","71","0","2025","4","",9,45,45,47,754511,0,0,1271,"",3.42,0.47,0.47,0.49,0.50,0.00,0.00,1.06,"",-1,-10.0,2,4.7,2,4.7,0,0.0,28668,3.9,0,0.0,0,0.0,12,1.0
"01019","2","10","71","0","2025","4","",11,79,79,81,1302550,0,0,1258,"",3.46,0.46,0.46,0.48,0.57,0.00,0.00,1.23,"",0,0.0,-3,-3.7,-1,-1.2,2,2.5,35687,2.8,0,0.0,0,0.0,45,3.7
"01019","3","10","71","0","2025","4","",24,1161,1184,1161,14117738,51886,307,929,"",3.19,2.22,2.26,2.24,2.52,0.53,2.45,1.12,"",0,0.0,-2,-0.2,-19,-1.6,-18,-1.5,353635,2.6,184,0.4,144,88.3,33,3.7
"01019","5","10","71","0","2025","4","",497,4146,4109,4080,51863866,4225354,21970,970,"",0.94,0.89,0.89,0.89,0.88,1.02,0.99,0.99,"",35,7.6,82,2.0,-5,-0.1,-66,-1.6,3067055,6.3,-131028,-3.0,-1238,-5.3,56,6.1
"01021","0","10","70","0","2025","4","",969,9562,9541,9450,128828428,7605583,44492,1041,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",49,5.3,339,3.7,252,2.7,219,2.4,9780339,8.2,961941,14.5,155,0.3,51,5.2
"01021","1","10","71","0","2025","4","",7,64,64,63,901922,0,0,1090,"",1.48,0.38,0.38,0.38,0.32,0.00,0.00,0.84,"",0,0.0,0,0.0,4,6.7,3,5.0,-25568,-2.8,0,0.0,0,0.0,-73,-6.3
"01021","2","10","71","0","2025","4","",14,279,277,276,4891157,0,0,1357,"",2.46,0.93,0.92,0.93,1.14,0.00,0.00,1.23,"",0,0.0,7,2.6,3,1.1,6,2.2,961915,24.5,0,0.0,0,0.0,246,22.1
"01021","3","10","71","0","2025","4","",33,1711,1735,1735,21122250,189533,378,941,"",2.45,1.85,1.88,1.90,1.99,1.09,1.51,1.06,"",0,0.0,67,4.1,54,3.2,62,3.7,1360949,6.9,40371,27.1,81,27.3,29,3.2
"01021","5","10","71","0","2025","4","",915,7508,7465,7376,101913099,7416050,44114,1052,"",0.97,0.92,0.92,0.91,0.92,1.01,1.00,1.00,"",49,5.7,265,3.7,191,2.6,148,2.0,7483043,7.9,921570,14.2,74,0.2,50,5.0
"01023","0","10","70","0","2025","4","",366,3456,3303,3314,55909071,2359007,13559,1281,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,4.6,142,4.3,-18,-0.5,24,0.7,207803,0.4,-43059,-1.8,-10843,-44.4,-14,-1.1
"01023","1","10","71","0","2025","4","",7,27,26,25,366379,0,0,1084,"",3.93,0.44,0.44,0.43,0.30,0.00,0.00,0.68,"",0,0.0,-1,-3.6,-1,-3.7,-2,-7.4,18650,5.4,0,0.0,0,0.0,105,10.7
"01023","2","10","71","0","2025","4","",11,53,53,52,882751,0,0,1289,"",5.12,0.49,0.51,0.50,0.47,0.00,0.00,0.95,"",0,0.0,-6,-10.2,-6,-10.2,-7,-11.9,72693,9.0,0,0.0,0,0.0,233,22.1
"01023","3","10","71","0","2025","4","",21,313,314,318,3674406,14173,28,897,"",4.13,0.94,0.98,0.99,0.80,0.26,0.37,0.82,"",0,0.0,1,0.3,-2,-0.6,2,0.6,343567,10.3,4190,42.0,9,47.4,83,10.2
"01023","5","10","71","0","2025","4","",327,3063,2910,2919,50985535,2344834,13531,1323,"",0.92,1.04,1.03,1.03,1.06,1.03,1.01,1.02,"",16,5.1,148,5.1,-9,-0.3,31,1.1,-227107,-0.4,-47249,-2.0,-10852,-44.5,-32,-2.4
"01025","0","10","70","0","2025","4","",741,7625,7665,7623,103591131,4776439,24722,1043,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,2.5,-466,-5.8,-336,-4.2,-511,-6.3,-3917011,-3.6,-1317439,-21.6,-7046,-22.2,19,1.9
"01025","1","10","71","0","2025","4","",13,60,63,61,1091036,0,0,1368,"",3.61,0.44,0.46,0.45,0.48,0.00,0.00,1.05,"",0,0.0,-6,-9.1,-2,-3.1,-9,-12.9,4841,0.4,0,0.0,0,0.0,121,9.7
"01025","2","10","71","0","2025","4","",16,331,333,324,5679936,0,0,1327,"",3.68,1.38,1.38,1.35,1.64,0.00,0.00,1.20,"",0,0.0,4,1.2,2,0.6,-2,-0.6,256415,4.7,0,0.0,0,0.0,55,4.3
"01025","3","10","71","0","2025","4","",39,1494,1494,1477,17946787,210070,420,928,"",3.79,2.03,2.01,2.01,2.10,1.93,3.02,1.04,"",0,0.0,41,2.8,46,3.2,14,1.0,841987,4.9,-1001691,-82.7,-2002,-82.7,23,2.5
"01025","5","10","71","0","2025","4","",673,5740,5775,5761,78873372,4566369,24302,1054,"",0.93,0.88,0.88,0.88,0.88,0.99,0.99,1.00,"",18,2.7,-505,-8.1,-382,-6.2,-514,-8.2,-5020254,-6.0,-315748,-6.5,-5044,-17.2,17,1.6
"01027","0","10","70","0","2025","4","",262,4260,4229,4221,50522368,3553693,11220,917,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.2,-19,-0.4,-34,-0.8,-15,-0.4,2807854,5.9,443855,14.3,-4054,-26.5,55,6.4
"01027","1","10","71","0","2025","4","",6,42,40,39,672516,0,0,1283,"",4.71,0.56,0.53,0.52,0.60,0.00,0.00,1.12,"",0,0.0,1,2.4,0,0.0,0,0.0,75120,12.6,0,0.0,0,0.0,134,11.7
"01027","2","10","71","0","2025","4","",10,50,50,50,835344,0,0,1285,"",6.50,0.37,0.37,0.38,0.50,0.00,0.00,1.32,"",0,0.0,3,6.4,3,6.4,3,6.4,41584,5.2,0,0.0,0,0.0,-14,-1.1
"01027","3","10","71","0","2025","4","",17,807,788,802,8198104,51370,112,789,"",4.67,1.96,1.92,1.97,1.97,0.63,1.78,1.01,"",0,0.0,-9,-1.1,-35,-4.3,-19,-2.3,-97362,-1.2,10555,25.9,31,38.3,11,1.4
"01027","5","10","71","0","2025","4","",229,3361,3351,3330,40816404,3502323,11108,938,"",0.90,0.92,0.93,0.92,0.94,1.02,1.00,1.01,"",3,1.3,-14,-0.4,-2,-0.1,1,0.0,2788512,7.3,433300,14.1,-4085,-26.9,65,7.4
"01029","0","10","70","0","2025","4","",299,2795,2844,2917,44286679,2010189,8178,1194,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,2.4,86,3.2,133,4.9,109,3.9,2953224,7.1,106720,5.6,-3064,-27.3,35,3.0
"01029","1","10","71","0","2025","4","",7,51,52,52,896175,0,0,1334,"",4.81,1.03,1.03,1.00,0.92,0.00,0.00,0.90,"",-1,-12.5,-3,-5.6,-3,-5.5,-4,-7.1,-42083,-4.5,0,0.0,0,0.0,22,1.7
"01029","2","10","71","0","2025","4","",11,101,101,100,1456386,0,0,1113,"",6.27,1.15,1.13,1.09,0.98,0.00,0.00,0.88,"",0,0.0,-1,-1.0,-1,-1.0,0,0.0,51502,3.7,0,0.0,0,0.0,47,4.4
"01029","3","10","71","0","2025","4","",30,629,622,619,7838274,123852,431,967,"",7.22,2.33,2.26,2.20,2.15,2.70,9.37,0.95,"",0,0.0,8,1.3,-4,-0.6,1,0.2,492034,6.7,27015,27.9,92,27.1,58,6.4
"01029","5","10","71","0","2025","4","",251,2014,2069,2146,34095844,1886337,7747,1263,"",0.86,0.84,0.85,0.86,0.89,0.97,0.95,1.05,"",8,3.3,82,4.2,141,7.3,112,5.5,2451771,7.7,79705,4.4,-3156,-28.9,24,1.9
"01031","0","10","70","0","2025","4","",1472,17455,17969,17849,228846027,14416840,69649,991,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",97,7.1,31,0.2,482,2.8,365,2.1,12775883,5.9,673950,4.9,-12278,-15.0,39,4.1
"01031","1","10","71","0","2025","4","",15,225,221,219,4560592,0,0,1583,"",2.09,0.73,0.69,0.69,0.90,0.00,0.00,1.28,"",0,0.0,-25,-10.0,-33,-13.0,-35,-13.8,-268370,-5.6,0,0.0,0,0.0,113,7.7
"01031","2","10","71","0","2025","4","",21,576,571,558,8081407,0,0,1094,"",2.43,1.05,1.01,0.99,1.06,0.00,0.00,1.04,"",0,0.0,33,6.1,29,5.4,21,3.9,625696,8.4,0,0.0,0,0.0,33,3.1
"01031","3","10","71","0","2025","4","",46,2128,2142,2135,27061342,147952,495,975,"",2.25,1.26,1.23,1.24,1.43,0.45,1.26,1.15,"",1,2.2,69,3.4,62,3.0,73,3.5,737906,2.8,-2570,-1.7,194,64.5,-5,-0.5
"01031","5","10","71","0","2025","4","",1390,14526,15035,14937,189142686,14268888,69154,981,"",0.97,0.97,0.98,0.98,0.96,1.03,1.00,0.98,"",96,7.4,-46,-0.3,424,2.9,306,2.1,11680651,6.6,676520,5.0,-12472,-15.3,46,4.9
"01033","0","10","70","0","2025","4","",1744,24891,25031,24981,396963827,16686849,118044,1223,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",103,6.3,242,1.0,271,1.1,189,0.8,15211778,4.0,-1023538,-5.8,-3869,-3.2,36,3.0
"01033","1","10","71","0","2025","4","",15,723,707,713,37700994,0,0,4060,"",1.77,1.64,1.59,1.61,4.31,0.00,0.00,2.67,"",0,0.0,-34,-4.5,-51,-6.7,-57,-7.4,-741712,-1.9,0,0.0,0,0.0,178,4.6
"01033","2","10","71","0","2025","4","",16,748,751,746,9804744,0,0,1008,"",1.56,0.95,0.95,0.95,0.74,0.00,0.00,0.78,"",0,0.0,80,12.0,53,7.6,73,10.8,554659,6.0,0,0.0,0,0.0,-39,-3.7
"01033","3","10","71","0","2025","4","",49,3466,3423,3434,53651321,121063,292,1199,"",2.02,1.44,1.41,1.42,1.64,0.32,0.44,1.15,"",0,0.0,57,1.7,12,0.4,22,0.6,2047598,4.0,16718,16.0,-67,-18.7,35,3.0
"01033","5","10","71","0","2025","4","",1664,19954,20150,20088,295806768,16565786,117752,1134,"",0.98,0.94,0.94,0.94,0.86,1.03,1.00,0.92,"",103,6.6,139,0.7,257,1.3,151,0.8,13351233,4.7,-1040256,-5.9,-3802,-3.1,41,3.8
"01035","0","10","70","0","2025","4","",294,3404,3464,3454,45574751,2956799,11779,1019,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,3.5,143,4.4,179,5.4,194,6.0,3148604,7.4,375929,14.6,-1197,-9.2,21,2.1
"01035","1","10","71","0","2025","4","",5,21,23,22,330049,0,0,1154,"",3.50,0.35,0.37,0.36,0.33,0.00,0.00,0.91,"",0,0.0,-4,-16.0,-2,-8.0,-6,-21.4,-11765,-3.4,0,0.0,0,0.0,143,14.1
"01035","2","10","71","0","2025","4","",12,210,212,199,3231359,0,0,1201,"",6.95,1.96,1.94,1.83,2.12,0.00,0.00,1.11,"",0,0.0,23,12.3,14,7.1,19,10.6,242118,8.1,0,0.0,0,0.0,-20,-1.6
"01035","3","10","71","0","2025","4","",20,474,471,475,5952721,17074,35,967,"",4.89,1.44,1.40,1.42,1.58,0.25,0.53,1.11,"",-1,-4.8,24,5.3,23,5.1,22,4.9,358338,6.4,-872,-4.9,-1,-2.8,11,1.2
"01035","5","10","71","0","2025","4","",257,2699,2758,2758,36060622,2939725,11744,1013,"",0.90,0.93,0.93,0.93,0.92,1.03,1.00,0.98,"",11,4.5,100,3.8,144,5.5,159,6.1,2559913,7.6,376801,14.7,-1196,-9.2,23,2.3
"01037","0","10","70","0","2025","4","",166,1467,1447,1433,23195152,810439,3721,1231,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,3.8,17,1.2,-11,-0.8,-19,-1.3,3755400,19.3,26403,3.4,-2378,-39.0,202,19.6
"01037","1","10","71","0","2025","4","",6,12,13,14,229124,0,0,1356,"",7.43,0.46,0.51,0.55,0.45,0.00,0.00,0.89,"",0,0.0,-3,-20.0,-3,-18.8,-1,-6.7,-635,-0.3,0,0.0,0,0.0,203,17.6
"01037","2","10","71","0","2025","4","",10,36,37,38,597885,0,0,1243,"",10.26,0.78,0.81,0.84,0.77,0.00,0.00,0.95,"",-2,-16.7,-3,-7.7,-3,-7.5,-2,-5.0,45567,8.3,0,0.0,0,0.0,172,16.1
