"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01001","5","10","71","0","2025","1","",1096,10010,10081,10219,133615596,62952588,280701,1017,"",0.97,0.93,0.93,0.93,0.92,1.01,1.00,1.00,"",48,4.6,624,6.6,689,7.3,767,8.1,12255673,10.1,4260892,7.3,-11768,-4.0,25,2.5
"01003","0","10","70","0","2025","1","",9190,84445,85303,86652,1105273418,482071210,1954204,995,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",554,6.4,2649,3.2,2434,2.9,2136,2.5,66863976,6.4,16060017,3.4,-219803,-10.1,33,3.4
"01003","1","10","71","0","2025","1","",36,396,408,417,8249232,0,0,1559,"",0.77,0.24,0.25,0.25,0.29,0.00,0.00,1.19,"",0,0.0,4,1.0,4,1.0,11,2.7,593049,7.7,0,0.0,0,0.0,89,6.1
"01003","2","10","71","0","2025","1","",36,1058,1130,1122,13583986,0,0,947,"",0.65,0.40,0.42,0.41,0.39,0.00,0.00,0.96,"",1,2.9,18,1.7,14,1.3,4,0.4,632994,4.9,0,0.0,0,0.0,34,3.7
"01003","3","10","71","0","2025","1","",97,10224,10204,10307,142232249,7004915,15020,1068,"",0.74,1.25,1.23,1.22,1.64,1.35,1.60,1.33,"",3,3.2,470,4.8,379,3.9,412,4.2,11161176,8.5,275266,4.1,-33117,-68.8,42,4.1
"01003","5","10","71","0","2025","1","",9021,72767,73561,74806,941207951,475066295,1939184,982,"",1.01,1.01,1.01,1.01,0.98,1.00,1.00,0.97,"",550,6.5,2157,3.1,2037,2.8,1709,2.3,54476757,6.1,15784751,3.4,-186686,-8.8,31,3.3
"01005","0","10","70","0","2025","1","",589,7652,7693,7679,89477517,40997109,152880,897,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-15,-2.5,148,2.0,178,2.4,101,1.3,4502969,5.3,1175035,3.0,-58526,-27.7,29,3.3
"01005","1","10","71","0","2025","1","",9,54,52,53,877889,0,0,1274,"",3.02,0.36,0.35,0.36,0.38,0.00,0.00,1.08,"",0,0.0,-1,-1.8,-3,-5.5,1,1.9,-6728,-0.8,0,0.0,0,0.0,14,1.1
"01005","2","10","71","0","2025","1","",18,486,486,486,6301195,0,0,997,"",5.11,2.02,1.99,1.99,2.25,0.00,0.00,1.12,"",0,0.0,26,5.7,29,6.3,29,6.3,339688,5.7,0,0.0,0,0.0,-4,-0.4
"01005","3","10","71","0","2025","1","",31,957,954,948,10990301,555969,2129,887,"",3.68,1.29,1.28,1.27,1.57,1.26,2.89,1.23,"",0,0.0,11,1.2,16,1.7,6,0.6,501652,4.8,30671,5.8,-27,-1.3,31,3.6
"01005","5","10","71","0","2025","1","",531,6155,6201,6192,71308132,40441140,150751,887,"",0.92,0.94,0.95,0.95,0.92,1.00,0.99,0.97,"",-15,-2.7,112,1.9,136,2.2,65,1.1,3668357,5.4,1144364,2.9,-58499,-28.0,31,3.6
"01007","0","10","70","0","2025","1","",457,4797,4701,4769,63230951,24212189,85982,1023,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",15,3.4,-26,-0.5,-130,-2.7,-87,-1.8,-656244,-1.0,-1074753,-4.3,-54752,-38.9,7,0.7
"01007","1","10","71","0","2025","1","",9,67,65,70,1667606,0,0,1905,"",3.89,0.71,0.71,0.76,1.03,0.00,0.00,1.41,"",0,0.0,0,0.0,1,1.6,4,6.1,293011,21.3,0,0.0,0,0.0,295,18.3
"01007","2","10","71","0","2025","1","",12,226,220,229,3480514,0,0,1190,"",4.39,1.50,1.47,1.51,1.76,0.00,0.00,1.18,"",0,0.0,25,12.4,24,12.2,28,13.9,474558,15.8,0,0.0,0,0.0,30,2.6
"01007","3","10","71","0","2025","1","",30,1042,1020,1020,11028621,437384,874,826,"",4.59,2.24,2.23,2.20,2.23,1.68,2.11,1.00,"",-1,-3.2,46,4.6,2,0.2,-8,-0.8,548145,5.2,30243,7.4,60,7.4,31,3.9
"01007","5","10","71","0","2025","1","",406,3462,3396,3450,47054210,23774805,85108,1053,"",0.91,0.85,0.85,0.85,0.86,1.00,1.00,1.01,"",16,4.1,-97,-2.7,-157,-4.4,-111,-3.1,-1971958,-4.0,-1104996,-4.4,-54812,-39.2,-7,-0.7
"01009","0","10","70","0","2025","1","",987,9084,9163,9161,105338107,44524242,173169,887,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",33,3.5,126,1.4,147,1.6,68,0.7,7077516,7.2,2611234,6.2,-4965,-2.8,49,5.8
"01009","1","10","71","0","2025","1","",10,75,78,77,1392184,0,0,1397,"",2.00,0.42,0.44,0.44,0.52,0.00,0.00,1.20,"",0,0.0,-4,-5.1,-7,-8.2,-7,-8.3,15489,1.1,0,0.0,0,0.0,116,9.1
"01009","2","10","71","0","2025","1","",14,340,343,341,4513086,0,0,1017,"",2.37,1.19,1.18,1.17,1.37,0.00,0.00,1.16,"",2,16.7,197,137.8,203,145.0,204,148.9,3049562,208.4,0,0.0,0,0.0,213,26.5
"01009","3","10","71","0","2025","1","",43,1860,1886,1930,21241959,799805,1553,864,"",3.05,2.12,2.12,2.17,2.58,1.67,1.86,1.21,"",0,0.0,-39,-2.1,-25,-1.3,-15,-0.8,744707,3.6,-45519,-5.4,-95,-5.8,42,5.1
"01009","5","10","71","0","2025","1","",920,6809,6856,6813,78190878,43724437,171616,881,"",0.96,0.88,0.88,0.87,0.86,1.00,1.00,0.98,"",31,3.5,-28,-0.4,-24,-0.3,-114,-1.6,3267758,4.4,2656753,6.5,-4870,-2.8,43,5.1
"01011","0","10","70","0","2025","1","",211,2605,2589,2607,31362671,14388727,40106,928,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-1.9,-169,-6.1,-210,-7.5,-218,-7.7,-3019253,-8.8,-1632435,-10.2,-61295,-60.4,-17,-1.8
"01011","1","10","71","0","2025","1","",6,33,29,28,581280,0,0,1490,"",5.62,0.65,0.58,0.56,0.72,0.00,0.00,1.22,"",0,0.0,-1,-2.9,-3,-9.4,-4,-12.5,41776,7.7,0,0.0,0,0.0,220,17.3
"01011","2","10","71","0","2025","1","",10,185,171,172,2723590,0,0,1190,"",7.92,2.26,2.08,2.08,2.78,0.00,0.00,1.30,"",0,0.0,18,10.8,-1,-0.6,-2,-1.1,-29865,-1.1,0,0.0,0,0.0,-49,-4.0
"01011","3","10","71","0","2025","1","",15,311,313,314,3598983,0,0,885,"",4.97,1.23,1.24,1.24,1.47,0.00,0.00,1.18,"",0,0.0,-12,-3.7,-5,-1.6,-5,-1.6,-55311,-1.5,0,0.0,0,0.0,7,0.8
"01011","5","10","71","0","2025","1","",180,2076,2076,2093,24458818,14388727,40106,904,"",0.88,0.94,0.94,0.94,0.90,1.01,1.01,0.96,"",-4,-2.2,-174,-7.7,-201,-8.8,-207,-9.0,-2975853,-10.8,-1632435,-10.2,-61295,-60.4,-23,-2.5
"01013","0","10","70","0","2025","1","",521,6734,6778,6796,79850275,37546736,136155,907,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-26,-4.8,-172,-2.5,-94,-1.4,13,0.2,2036774,2.6,53560,0.1,-52037,-27.7,34,3.9
"01013","1","10","71","0","2025","1","",6,37,36,37,632164,0,0,1326,"",2.28,0.28,0.27,0.28,0.31,0.00,0.00,1.11,"",0,0.0,-4,-9.8,-3,-7.7,-3,-7.5,10676,1.7,0,0.0,0,0.0,131,11.0
"01013","2","10","71","0","2025","1","",12,100,99,100,1184507,0,0,914,"",3.85,0.47,0.46,0.46,0.47,0.00,0.00,1.02,"",0,0.0,5,5.3,6,6.5,5,5.3,101007,9.3,0,0.0,0,0.0,30,3.4
"01013","3","10","71","0","2025","1","",19,709,702,702,8675229,117554,235,947,"",2.55,1.09,1.07,1.06,1.39,0.29,0.36,1.29,"",0,0.0,6,0.9,7,1.0,2,0.3,173407,2.0,6520,5.9,13,5.9,12,1.3
"01013","5","10","71","0","2025","1","",484,5888,5941,5957,69358375,37429182,135920,900,"",0.95,1.03,1.03,1.03,1.00,1.01,1.00,0.98,"",-26,-5.1,-179,-3.0,-104,-1.7,9,0.2,1751684,2.6,47040,0.1,-52050,-27.7,36,4.2
"01015","0","10","70","0","2025","1","",2890,42995,43233,43117,562421642,200120855,710624,1003,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",42,1.5,-377,-0.9,-236,-0.5,-529,-1.2,-17825593,-3.1,-2979806,-1.5,-203259,-22.2,-23,-2.2
"01015","1","10","71","0","2025","1","",43,3403,3403,3397,67995636,0,0,1538,"",2.94,4.05,4.05,4.08,4.73,0.00,0.00,1.16,"",-3,-6.5,-23,-0.7,-10,-0.3,-14,-0.4,4522779,7.1,0,0.0,0,0.0,109,7.6
"01015","2","10","71","0","2025","1","",27,1832,1863,1874,26415656,0,0,1095,"",1.56,1.36,1.36,1.37,1.50,0.00,0.00,1.10,"",-3,-10.0,84,4.8,62,3.4,50,2.7,1915915,7.8,0,0.0,0,0.0,43,4.1
"01015","3","10","71","0","2025","1","",72,6322,6340,6319,80432621,1667218,3334,978,"",1.74,1.52,1.51,1.51,1.83,0.77,0.97,1.21,"",-1,-1.4,-95,-1.5,-103,-1.6,-117,-1.8,1341396,1.7,95693,6.1,-209,-5.9,32,3.4
"01015","5","10","71","0","2025","1","",2748,31438,31627,31527,387577729,198453637,707290,946,"",0.98,0.86,0.86,0.86,0.80,1.01,1.00,0.93,"",49,1.8,-343,-1.1,-185,-0.6,-448,-1.4,-25605683,-6.2,-3075499,-1.5,-203050,-22.3,-52,-5.2
"01017","0","10","70","0","2025","1","",810,9137,9206,9195,115128256,50753373,228948,965,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",26,3.3,328,3.7,358,4.0,283,3.2,4606239,4.2,2530225,5.2,13495,6.3,5,0.5
"01017","1","10","71","0","2025","1","",6,53,47,48,902207,0,0,1407,"",1.46,0.30,0.26,0.27,0.31,0.00,0.00,1.11,"",0,0.0,-3,-5.4,1,2.2,-5,-9.4,-20007,-2.2,0,0.0,0,0.0,34,2.5
"01017","2","10","71","0","2025","1","",14,134,132,133,1573468,0,0,910,"",2.89,0.47,0.45,0.46,0.44,0.00,0.00,0.95,"",1,7.7,8,6.3,5,3.9,9,7.3,82981,5.6,0,0.0,0,0.0,-2,-0.2
"01017","3","10","71","0","2025","1","",48,1417,1411,1407,18353395,459954,920,1000,"",4.15,1.60,1.58,1.57,2.04,0.84,0.83,1.28,"",0,0.0,-117,-7.6,-114,-7.5,-124,-8.1,-1904560,-9.4,127801,38.5,-415,-31.1,-18,-1.8
"01017","5","10","71","0","2025","1","",742,7533,7616,7607,94299186,50293419,228028,956,"",0.94,0.97,0.97,0.97,0.95,1.00,1.00,0.98,"",25,3.5,440,6.2,466,6.5,403,5.6,6447825,7.3,2402424,5.0,13910,6.5,11,1.2
"01019","0","10","70","0","2025","1","",510,5338,5408,5422,61769318,26535889,108191,882,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,3.4,89,1.7,116,2.2,84,1.6,3764931,6.5,759191,2.9,476,0.4,39,4.6
"01019","1","10","71","0","2025","1","",10,42,47,47,869063,0,0,1475,"",3.88,0.40,0.45,0.45,0.55,0.00,0.00,1.27,"",0,0.0,0,0.0,8,20.5,10,27.0,148914,20.7,0,0.0,0,0.0,67,4.8
"01019","2","10","71","0","2025","1","",11,82,85,87,980674,0,0,891,"",3.60,0.49,0.49,0.51,0.51,0.00,0.00,1.02,"",0,0.0,5,6.5,2,2.4,5,6.1,74793,8.3,0,0.0,0,0.0,27,3.1
"01019","3","10","71","0","2025","1","",24,1153,1160,1166,13212869,464947,1457,876,"",3.29,2.23,2.21,2.21,2.73,1.63,2.80,1.23,"",0,0.0,-17,-1.5,-31,-2.6,-16,-1.4,296756,2.3,1983,0.4,-276,-15.9,35,4.2
"01019","5","10","71","0","2025","1","",465,4061,4116,4122,46706712,26070942,106734,876,"",0.94,0.89,0.89,0.89,0.87,1.00,0.99,0.98,"",17,3.8,101,2.6,137,3.4,85,2.1,3244468,7.5,757208,3.0,752,0.7,39,4.7
"01021","0","10","70","0","2025","1","",941,9222,9328,9365,109874954,48361933,238111,908,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,0.5,300,3.4,280,3.1,324,3.6,4383708,4.2,1555177,3.3,-32525,-12.0,7,0.8
"01021","1","10","71","0","2025","1","",7,61,58,58,993252,0,0,1295,"",1.47,0.34,0.32,0.32,0.35,0.00,0.00,1.08,"",0,0.0,5,8.9,-2,-3.3,-2,-3.3,-31347,-3.1,0,0.0,0,0.0,-48,-3.6
"01021","2","10","71","0","2025","1","",14,272,267,272,3294317,0,0,937,"",2.49,0.94,0.90,0.92,0.96,0.00,0.00,1.04,"",0,0.0,8,3.0,1,0.4,7,2.6,320588,10.8,0,0.0,0,0.0,74,8.6
"01021","3","10","71","0","2025","1","",33,1647,1635,1654,18222749,1735825,3471,852,"",2.45,1.85,1.80,1.82,2.12,3.33,3.03,1.16,"",-2,-5.7,-10,-0.6,-29,-1.7,-33,-2.0,557427,3.2,17597,1.0,34,1.0,38,4.7
"01021","5","10","71","0","2025","1","",887,7242,7368,7381,87364636,46626108,234640,917,"",0.97,0.92,0.93,0.93,0.92,0.98,0.99,0.99,"",7,0.8,297,4.3,310,4.4,352,5.0,3537040,4.2,1537580,3.4,-32559,-12.2,-3,-0.3
"01023","0","10","70","0","2025","1","",359,3282,3304,3314,51293025,19373329,90701,1196,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.6,-6,-0.2,2,0.1,-50,-1.5,1840782,3.7,8564,0.0,8846,10.8,50,4.4
"01023","1","10","71","0","2025","1","",7,27,27,29,398477,0,0,1108,"",3.86,0.42,0.42,0.45,0.30,0.00,0.00,0.70,"",0,0.0,2,8.0,0,0.0,2,7.4,8292,2.1,0,0.0,0,0.0,-32,-2.8
"01023","2","10","71","0","2025","1","",11,58,60,60,629151,0,0,816,"",5.12,0.56,0.57,0.57,0.39,0.00,0.00,0.69,"",0,0.0,3,5.5,0,0.0,1,1.7,48912,8.4,0,0.0,0,0.0,46,6.0
"01023","3","10","71","0","2025","1","",21,315,312,310,3314457,152387,305,816,"",4.09,0.99,0.97,0.96,0.83,0.73,0.70,0.85,"",-1,-4.5,-33,-9.5,-34,-9.8,-36,-10.4,-272538,-7.6,-11087,-6.8,-22,-6.7,20,2.5
"01023","5","10","71","0","2025","1","",320,2882,2905,2915,46950940,19220942,90396,1245,"",0.91,1.03,1.03,1.03,1.06,1.01,1.00,1.03,"",-1,-0.3,22,0.8,36,1.3,-17,-0.6,2056116,4.6,19651,0.1,8868,10.9,49,4.1
"01025","0","10","70","0","2025","1","",722,7758,7783,7825,102087629,40692591,155571,1008,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-28,-3.7,-415,-5.1,-445,-5.4,-368,-4.5,-4043005,-3.8,-2264434,-5.3,-51819,-25.0,12,1.2
"01025","1","10","71","0","2025","1","",13,66,68,63,1175639,0,0,1377,"",3.56,0.43,0.45,0.42,0.45,0.00,0.00,1.04,"",0,0.0,4,6.5,1,1.5,-6,-8.7,79525,7.3,0,0.0,0,0.0,99,7.7
"01025","2","10","71","0","2025","1","",16,321,336,338,4165547,0,0,966,"",3.70,1.32,1.36,1.36,1.30,0.00,0.00,0.97,"",0,0.0,11,3.5,15,4.7,16,5.0,268057,6.9,0,0.0,0,0.0,22,2.3
"01025","3","10","71","0","2025","1","",39,1460,1464,1475,16746062,3080219,6118,878,"",3.78,1.94,1.93,1.94,2.09,7.03,8.17,1.08,"",1,2.6,173,13.4,186,14.6,207,16.3,2182421,15.0,1287860,71.9,2586,73.2,1,0.1
"01025","5","10","71","0","2025","1","",654,5911,5915,5949,80000381,37612372,149453,1039,"",0.93,0.89,0.89,0.89,0.91,0.94,0.97,1.02,"",-29,-4.2,-603,-9.3,-647,-9.9,-585,-9.0,-6573008,-7.6,-3552294,-8.6,-54405,-26.7,20,2.0
"01027","0","10","70","0","2025","1","",263,4223,4235,4232,49259217,24154038,68202,896,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,4.4,3,0.1,-11,-0.3,-16,-0.4,1444264,3.0,545831,2.3,-14468,-17.5,28,3.2
"01027","1","10","71","0","2025","1","",6,40,40,41,758006,0,0,1446,"",4.51,0.48,0.49,0.50,0.60,0.00,0.00,1.23,"",0,0.0,3,8.1,1,2.6,2,5.1,145473,23.7,0,0.0,0,0.0,217,17.7
"01027","2","10","71","0","2025","1","",10,49,50,50,564073,0,0,874,"",6.35,0.37,0.37,0.37,0.37,0.00,0.00,0.99,"",0,0.0,3,6.5,4,8.7,2,4.2,75666,15.5,0,0.0,0,0.0,69,8.6
"01027","3","10","71","0","2025","1","",17,814,809,801,8201048,496723,1583,781,"",4.52,1.99,1.96,1.95,2.13,1.91,4.82,1.08,"",0,0.0,-15,-1.8,-12,-1.5,-16,-2.0,-50605,-0.6,-28362,-5.4,31,2.0,9,1.2
"01027","5","10","71","0","2025","1","",230,3320,3336,3340,39736090,23657315,66619,917,"",0.90,0.92,0.93,0.93,0.93,0.99,0.98,1.01,"",11,5.0,12,0.4,-4,-0.1,-4,-0.1,1273730,3.3,574193,2.5,-14499,-17.9,29,3.3
"01029","0","10","70","0","2025","1","",288,2786,2812,2825,37515145,14928218,54600,1028,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.3,153,5.8,191,7.3,159,6.0,3179181,9.3,993964,7.1,-19943,-26.8,28,2.8
"01029","1","10","71","0","2025","1","",8,54,52,53,1104690,0,0,1603,"",5.49,0.99,0.95,0.97,1.15,0.00,0.00,1.18,"",0,0.0,4,8.0,2,4.0,-2,-3.6,151208,15.9,0,0.0,0,0.0,183,12.9
"01029","2","10","71","0","2025","1","",11,101,101,101,1012167,0,0,771,"",6.38,1.15,1.13,1.13,0.86,0.00,0.00,0.76,"",0,0.0,0,0.0,3,3.1,2,2.0,97815,10.7,0,0.0,0,0.0,63,8.9
"01029","3","10","71","0","2025","1","",30,631,632,637,7555580,964120,3346,918,"",7.29,2.34,2.31,2.32,2.57,6.00,12.73,1.11,"",0,0.0,28,4.6,42,7.1,43,7.2,733040,10.7,81049,9.2,280,9.1,37,4.2
"01029","5","10","71","0","2025","1","",239,2000,2027,2034,27842708,13964098,51254,1060,"",0.85,0.84,0.85,0.85,0.86,0.95,0.94,1.02,"",-1,-0.4,121,6.4,144,7.6,116,6.0,2197118,8.6,912915,7.0,-20223,-28.3,18,1.7
"01031","0","10","70","0","2025","1","",1413,17374,17489,17463,205679425,98199358,333207,907,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",39,2.8,220,1.3,242,1.4,174,1.0,12641696,6.5,2252714,2.3,-43029,-11.4,45,5.2
"01031","1","10","71","0","2025","1","",15,253,253,248,5259764,0,0,1610,"",2.10,0.74,0.74,0.74,1.00,0.00,0.00,1.35,"",0,0.0,1,0.4,2,0.8,-4,-1.6,322197,6.5,0,0.0,0,0.0,101,6.7
"01031","2","10","71","0","2025","1","",21,515,524,521,5972392,0,0,883,"",2.48,0.94,0.94,0.94,0.93,0.00,0.00,0.98,"",0,0.0,27,5.5,33,6.7,24,4.8,567543,10.5,0,0.0,0,0.0,38,4.5
"01031","3","10","71","0","2025","1","",45,2075,2101,2104,26093960,2015584,4032,959,"",2.23,1.23,1.24,1.24,1.62,1.91,2.51,1.31,"",0,0.0,8,0.4,34,1.6,21,1.0,1280520,5.2,-9436,-0.5,-1018,-20.2,38,4.1
"01031","5","10","71","0","2025","1","",1332,14531,14611,14590,168353309,96183774,329175,888,"",0.97,0.98,0.98,0.98,0.95,0.99,0.99,0.96,"",39,3.0,184,1.3,173,1.2,133,0.9,10471436,6.6,2262150,2.4,-42011,-11.3,45,5.3
"01033","0","10","70","0","2025","1","",1675,24458,24642,24568,355341317,135716397,599626,1113,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",90,5.7,670,2.8,354,1.5,112,0.5,11761391,3.4,651027,0.5,-78374,-11.6,20,1.8
"01033","1","10","71","0","2025","1","",15,762,769,765,23834923,0,0,2396,"",1.77,1.59,1.61,1.61,2.62,0.00,0.00,1.64,"",0,0.0,44,6.1,44,6.1,38,5.2,25205,0.1,0,0.0,0,0.0,-136,-5.4
"01033","2","10","71","0","2025","1","",16,584,729,740,7732278,0,0,869,"",1.60,0.76,0.93,0.95,0.70,0.00,0.00,0.79,"",0,0.0,55,10.4,61,9.1,63,9.3,511937,7.1,0,0.0,0,0.0,-20,-2.2
"01033","3","10","71","0","2025","1","",49,3406,3419,3411,47865054,1409002,3368,1079,"",2.05,1.44,1.43,1.43,1.72,0.96,1.17,1.20,"",0,0.0,74,2.2,31,0.9,41,1.2,2585968,5.7,41607,3.0,-3017,-47.3,43,4.2
"01033","5","10","71","0","2025","1","",1595,19706,19725,19652,275909062,134307395,596258,1078,"",0.98,0.95,0.94,0.94,0.90,1.00,1.00,0.95,"",90,6.0,497,2.6,218,1.1,-30,-0.2,8638281,3.2,609420,0.5,-75357,-11.2,22,2.1
"01035","0","10","70","0","2025","1","",293,3274,3319,3318,39229749,18089776,49114,913,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.4,16,0.5,39,1.2,33,1.0,2770846,7.6,1106905,6.5,-15566,-24.1,56,6.5
"01035","1","10","71","0","2025","1","",5,25,21,22,403855,0,0,1371,"",3.37,0.39,0.33,0.34,0.40,0.00,0.00,1.14,"",0,0.0,4,19.0,-1,-4.5,-1,-4.3,29911,8.0,0,0.0,0,0.0,64,4.9
"01035","2","10","71","0","2025","1","",12,180,197,218,2576977,0,0,999,"",6.84,1.75,1.87,2.07,2.10,0.00,0.00,1.11,"",0,0.0,10,5.9,9,4.8,24,12.4,228843,9.7,0,0.0,0,0.0,17,1.7
"01035","3","10","71","0","2025","1","",21,439,435,445,5205091,78977,158,911,"",5.01,1.39,1.35,1.38,1.69,0.41,0.67,1.24,"",-1,-4.5,-28,-6.0,-39,-8.2,-27,-5.7,68302,1.3,1023,1.3,2,1.3,72,8.6
"01035","5","10","71","0","2025","1","",255,2630,2666,2633,31043826,18010799,48956,904,"",0.89,0.94,0.94,0.93,0.92,1.01,1.00,0.98,"",5,2.0,30,1.2,70,2.7,37,1.4,2443790,8.5,1105882,6.5,-15568,-24.1,57,6.7
"01037","0","10","70","0","2025","1","",167,1455,1470,1483,20153369,8214760,26597,1055,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,6.4,15,1.0,26,1.8,49,3.4,993798,5.2,-443289,-5.1,-30380,-53.3,31,3.0
"01037","1","10","71","0","2025","1","",6,16,14,14,266876,0,0,1400,"",7.11,0.56,0.49,0.49,0.52,0.00,0.00,1.01,"",0,0.0,1,6.7,-2,-12.5,-2,-12.5,17572,7.0,0,0.0,0,0.0,176,14.4
"01037","2","10","71","0","2025","1","",10,39,38,38,388800,0,0,780,"",10.01,0.85,0.81,0.81,0.62,0.00,0.00,0.75,"",-2,-16.7,2,5.4,1,2.7,0,0.0,41887,12.1,0,0.0,0,0.0,65,9.1
